trial,n,K,C,K_repaired,K_content_only,K_empty,C_trunc100,mean_tokens,share_truncated,J_n,J_ref,J_partial,J_complied,J_irrelevant,J_empty,J_malformed,J,n_judged,J_full,J_selection_point,J_posthoc_only,model,phase,sigma_K,K_oracle,sigma_K_repaired,sigma_K_oracle,gbf_i_C,K_journal,KL_journal,direction_scope,params_json,KL_replay,attn_cov0.10,attn_cov0.25,attn_cov0.50,attn_cov0.75,attn_mass,attn_energy,attn_centroid,attn_partic,attn_A1,attn_A2,mlp_cov0.10,mlp_cov0.25,mlp_cov0.50,mlp_cov0.75,mlp_mass,mlp_energy,mlp_centroid,mlp_partic,mlp_A1,mlp_A2,sum_cov0.10,sum_cov0.25,sum_cov0.50,sum_cov0.75,sum_mass,sum_energy,sum_centroid,sum_partic,sum_A1,sum_A2,mean_cos_in_support,run,in_paired_60,is_certification_trial,selected_by_K,selected_by_C,selected_by_J,K_replay_heretic
20,100,100,94,98,2,0,94,100.0,1.0,100.0,95.0,3.0,2.0,0.0,0.0,0.0,95.0,100.0,True,95.0,False,gemma,startup,0.0,92,1.3661175,2.6807997,0.0,100,0.0019282773137092,per layer,"{""attn.o_proj.max_weight"": 1.1320628827291712, ""attn.o_proj.max_weight_position"": 43.06944420155723, ""attn.o_proj.min_weight"": 0.2969240942165984, ""attn.o_proj.min_weight_distance"": 13.772615878159286, ""direction_index"": 31.75517326576601, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": -0.03885969144083759, ""mlp.down_proj.max_weight_position"": 35.886245912624645, ""mlp.down_proj.min_weight"": 0.9511417312161701, ""mlp.down_proj.min_weight_distance"": 10.434823064679618}",0.0013131820596754,18,18,15,11,14.50016087133204,12014513589.849716,39.84865102775796,16.64026656298986,14.500160871332035,12014513589.849716,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,18,18,15,11,14.50016087133204,12014513589.849716,39.84865102775796,16.64026656298986,14.500160871332035,12014513589.849716,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
21,100,99,93,99,0,0,93,100.0,1.0,100.0,93.0,4.0,3.0,0.0,0.0,0.0,93.0,100.0,True,93.0,False,gemma,startup,0.9933031,92,0.9933031,2.6436684,0.0,99,0.0057263090275228,global,"{""attn.o_proj.max_weight"": 1.4301949665423357, ""attn.o_proj.max_weight_position"": 36.392552533792326, ""attn.o_proj.min_weight"": 0.9810916982268031, ""attn.o_proj.min_weight_distance"": 17.49396062880361, ""direction_index"": 39.6387281607985, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.08698658194620307, ""mlp.down_proj.max_weight_position"": 39.93273278992113, ""mlp.down_proj.min_weight"": 0.013363461805310672, ""mlp.down_proj.min_weight_distance"": 24.63249457778986}",0.0018103898037225,29,29,29,29,41.13287118559451,27768403469.442844,33.02629651763393,28.999206365464445,22.562109196345254,16228597322.153576,0,0,0,0,1.6445082568927545,72071859.42500168,35.65067011776016,25.828134781632347,1.066411893415204,46079690.971489616,29,29,29,29,42.77737944248727,30638694285.53488,33.12718638304472,29.01799615081237,23.62852108976046,17995090369.614555,0.5015197301662006,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
22,100,100,96,100,0,0,96,100.0,1.0,100.0,96.0,2.0,2.0,0.0,0.0,0.0,96.0,100.0,True,96.0,False,gemma,startup,0.0,96,0.0,1.9874942,0.0,100,0.0008227156358771,global,"{""attn.o_proj.max_weight"": 1.2974141969457884, ""attn.o_proj.max_weight_position"": 35.201739466843364, ""attn.o_proj.min_weight"": 0.6040786281758774, ""attn.o_proj.min_weight_distance"": 8.36714298013477, ""direction_index"": 35.24217725632163, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.6095923779483639, ""mlp.down_proj.max_weight_position"": 41.99575096402623, ""mlp.down_proj.min_weight"": 0.20133045996383636, ""mlp.down_proj.min_weight_distance"": 2.575567862052804}",0.001279923482798,17,17,17,17,17.623446251571117,8028479366.68085,35.05059911581541,16.649524217048725,13.195257325833282,4819688739.799098,5,3,1,0,1.9129710686778425,882458384.6512008,41.9974807752825,4.400596864254918,1.1916887832164806,334995875.73838264,18,17,17,17,19.53641732024896,11896828114.94284,35.73082535250187,16.960082580020515,14.386946109049765,6346801127.238534,0.715190985475956,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
23,100,100,94,97,3,0,94,100.0,1.0,100.0,95.0,3.0,2.0,0.0,0.0,0.0,95.0,100.0,True,95.0,False,gemma,startup,0.0,86,1.628963,3.3719373,0.0,100,0.0066380258649587,per layer,"{""attn.o_proj.max_weight"": 1.2695143510990616, ""attn.o_proj.max_weight_position"": 46.323568474295556, ""attn.o_proj.min_weight"": 0.90235766846125, ""attn.o_proj.min_weight_distance"": 5.115577405065065, ""direction_index"": 30.283982495084192, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.9524147209894394, ""mlp.down_proj.max_weight_position"": 39.06705437907602, ""mlp.down_proj.min_weight"": 0.8243785882114625, ""mlp.down_proj.min_weight_distance"": 6.790762780069242}",0.0067837261594831,6,6,6,6,7.319176862450786,11959202466.157845,44.54673983578674,5.995165941186981,7.319176862450785,11959202466.157845,13,13,13,13,11.345230695230653,7742732290.474699,39.00611431921107,12.963513707368907,11.34523069523065,7742732290.474699,15,15,15,15,18.66440755768144,31549081568.468483,41.178849669052674,12.92091715340634,18.66440755768144,31549081568.46848,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
24,100,100,97,100,0,0,97,100.0,1.0,100.0,97.0,1.0,2.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gemma,startup,0.0,96,0.0,1.9749482,0.0,100,0.0019290989730507,global,"{""attn.o_proj.max_weight"": 1.0653373327811184, ""attn.o_proj.max_weight_position"": 39.62961230431494, ""attn.o_proj.min_weight"": 0.42216158144331806, ""attn.o_proj.min_weight_distance"": 5.990235170259625, ""direction_index"": 26.55538795597595, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.2706335441484039, ""mlp.down_proj.max_weight_position"": 28.630584969863552, ""mlp.down_proj.min_weight"": 0.3125834217850647, ""mlp.down_proj.min_weight_distance"": 24.032689582597857}",0.0029308735392987,12,12,11,6,9.08446999754486,5689319416.311945,39.552783577815966,11.384594593455589,2.9816294821549123,530120827.36669457,41,6,0,0,8.005511358281197,440008496.6202149,27.16958779920436,40.09680488321052,3.405267439786444,79180795.14022577,41,18,12,10,17.089981355826055,8682860544.124712,33.75208594137883,23.88445041621828,6.386896921941356,852440552.2592745,0.3613355948760044,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
25,100,96,89,90,6,0,89,100.0,1.0,100.0,93.0,5.0,2.0,0.0,0.0,0.0,93.0,100.0,True,93.0,False,gemma,startup,1.9747376,84,2.9468596,3.635064,0.02040816326530612,97,0.0037621494848281,per layer,"{""attn.o_proj.max_weight"": 1.2247167280938642, ""attn.o_proj.max_weight_position"": 35.26442724278242, ""attn.o_proj.min_weight"": 0.15826000240125515, ""attn.o_proj.min_weight_distance"": 12.831610330048825, ""direction_index"": 40.36854733102791, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.2800055138030604, ""mlp.down_proj.max_weight_position"": 31.291068057743274, ""mlp.down_proj.min_weight"": 0.7633169188677613, ""mlp.down_proj.min_weight_distance"": 1.161761637891793}",0.0041165901347994,25,24,18,12,18.063616071583063,7001088231.359077,35.18346725049671,21.5382462919614,18.06361607158306,7001088231.359076,2,2,2,2,2.299238388028414,560367021.7522362,31.476303573236223,1.995517902031136,2.299238388028414,560367021.7522362,25,24,18,12,20.36285445961148,8459765474.912606,34.76487893055523,18.82097454897257,20.36285445961148,8459765474.912604,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
26,100,99,86,94,5,0,86,100.0,1.0,100.0,88.0,9.0,3.0,0.0,0.0,0.0,88.0,100.0,True,88.0,False,gemma,startup,1.0044299,83,2.447895,3.7205956,0.0,99,0.0131049444898962,per layer,"{""attn.o_proj.max_weight"": 1.4798153967528422, ""attn.o_proj.max_weight_position"": 45.4801264601527, ""attn.o_proj.min_weight"": 0.9004760203170599, ""attn.o_proj.min_weight_distance"": 14.877065247721916, ""direction_index"": 27.896474918780825, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.4038972763468962, ""mlp.down_proj.max_weight_position"": 36.11460301543343, ""mlp.down_proj.min_weight"": 0.3617287958676807, ""mlp.down_proj.min_weight_distance"": 21.835880810362525}",0.0148678692057728,17,17,17,17,24.02591422646798,26810774139.80596,39.15509295745048,16.982641296343786,24.02591422646798,26810774139.80596,33,24,0,0,9.807323337810004,1504317938.2784717,32.622404451327604,31.266292494126105,9.807323337810004,1504317938.2784712,33,24,17,17,33.83323756427798,40576475908.1777,37.26144655949574,21.29675604822205,33.83323756427798,40576475908.1777,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
27,100,98,94,94,4,0,94,100.0,1.0,100.0,94.0,4.0,2.0,0.0,0.0,0.0,94.0,100.0,True,94.0,False,gemma,startup,1.4023519,86,2.3762758,3.4241185,0.0,98,0.0164533294737339,per layer,"{""attn.o_proj.max_weight"": 0.8841911092814221, ""attn.o_proj.max_weight_position"": 44.7696738560775, ""attn.o_proj.min_weight"": 0.9826922047808109, ""attn.o_proj.min_weight_distance"": 1.9872512057422949, ""direction_index"": 30.696732416876323, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.1158612901502984, ""mlp.down_proj.max_weight_position"": 31.680250051903112, ""mlp.down_proj.min_weight"": 0.36061925630007785, ""mlp.down_proj.min_weight_distance"": 6.525592109183158}",0.0219808220863342,4,4,4,4,3.505961288314204,5325144766.188931,44.50236933703376,3.999900354792502,3.505961288314204,5325144766.188931,13,13,11,7,9.87926672955382,1906083898.253698,31.8513773837021,12.120708822912924,9.87926672955382,1906083898.253698,17,17,15,11,13.385228017868023,7231228664.442629,35.16502194679411,16.10415980721613,13.385228017868023,7231228664.442629,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
28,100,99,95,98,1,0,95,100.0,1.0,100.0,95.0,1.0,4.0,0.0,0.0,0.0,95.0,100.0,True,95.0,False,gemma,startup,1.0044299,94,1.3947697,2.386459,0.0,99,0.0036170503590255,global,"{""attn.o_proj.max_weight"": 1.216354793845631, ""attn.o_proj.max_weight_position"": 30.446878814462707, ""attn.o_proj.min_weight"": 0.4682292310071259, ""attn.o_proj.min_weight_distance"": 13.113413698291042, ""direction_index"": 20.233554755242718, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 0.7445587739129004, ""mlp.down_proj.max_weight_position"": 42.91065678546928, ""mlp.down_proj.min_weight"": 0.343805421517836, ""mlp.down_proj.min_weight_distance"": 14.842234172539836}",0.0046924827620387,26,26,26,19,23.28926363955655,5664931894.815557,30.480986254533896,24.94098459289784,7.999194119697212,257236699.2828516,19,19,12,0,10.38752519574938,5437128379.205835,39.27946514637567,17.836652716040167,1.3988691307487398,63025608.83806645,30,30,30,23,33.676788835305935,18037804989.18304,33.19485608399518,27.40133168178408,9.398063250445954,457850889.2692346,0.3232549002441189,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
29,100,97,79,87,10,0,79,100.0,1.0,100.0,82.0,14.0,4.0,0.0,0.0,0.0,82.0,100.0,True,82.0,False,gemma,startup,1.7303712,69,3.4452598,4.6102586,0.0,97,0.0709021985530853,per layer,"{""attn.o_proj.max_weight"": 1.4238371390366562, ""attn.o_proj.max_weight_position"": 44.74611312183379, ""attn.o_proj.min_weight"": 0.24959163603575696, ""attn.o_proj.min_weight_distance"": 1.6579998014257415, ""direction_index"": 31.287786757631586, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 1.377852220659138, ""mlp.down_proj.max_weight_position"": 35.5717159307472, ""mlp.down_proj.min_weight"": 0.11608579037255062, ""mlp.down_proj.min_weight_distance"": 21.648546259249777}",0.0746835768222808,3,3,3,2,2.819046591919809,5441870561.420888,44.88392424799285,2.7819211366899776,2.819046591919809,5441870561.420888,34,32,28,22,29.141628585857468,14130449332.22194,33.244078903298565,29.402803132569765,29.141628585857468,14130449332.22194,34,32,28,22,31.96067517777728,28694534582.83208,34.270755159883095,27.94440111012777,31.96067517777728,28694534582.83208,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
30,100,97,83,90,7,0,83,100.0,1.0,100.0,86.0,11.0,3.0,0.0,0.0,0.0,86.0,100.0,True,86.0,False,gemma,startup,1.7004954,72,3.0448222,4.4630737,0.0,96,0.0346440523862838,per layer,"{""attn.o_proj.max_weight"": 1.205553186549131, ""attn.o_proj.max_weight_position"": 42.42374802702001, ""attn.o_proj.min_weight"": 0.8435246021918145, ""attn.o_proj.min_weight_distance"": 14.775927106813615, ""direction_index"": 42.265452583991916, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.6496884129223428, ""mlp.down_proj.max_weight_position"": 37.66474526610823, ""mlp.down_proj.min_weight"": 0.31628727225808084, ""mlp.down_proj.min_weight_distance"": 27.76658687183276}",0.0383379347622394,20,20,20,20,22.52496457383488,18026371141.38508,37.7560599424469,19.95153132884298,22.524964573834875,18026371141.38508,38,35,19,0,17.569757144470596,4387285911.38024,31.277665065977693,35.17340986330313,17.569757144470593,4387285911.38024,38,35,20,20,40.09472171830548,39973116234.664215,34.917186899126094,26.83283888484084,40.09472171830548,39973116234.664215,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
31,100,99,94,94,5,0,94,100.0,1.0,100.0,94.0,4.0,2.0,0.0,0.0,0.0,94.0,100.0,True,94.0,False,gemma,startup,0.99342,82,2.3201616,3.7619503,0.0,99,0.0044582257978618,per layer,"{""attn.o_proj.max_weight"": 1.0422139367745518, ""attn.o_proj.max_weight_position"": 42.92311883441165, ""attn.o_proj.min_weight"": 0.04921718906405981, ""attn.o_proj.min_weight_distance"": 14.225669015521136, ""direction_index"": 36.55668868290575, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.6083769059297524, ""mlp.down_proj.max_weight_position"": 39.83799847414714, ""mlp.down_proj.min_weight"": 0.27974831235866426, ""mlp.down_proj.min_weight_distance"": 12.979372799424482}",0.0070342514663934,18,16,12,9,11.839694183558994,9221736001.931145,40.38051298132924,15.504521231888102,11.839694183558994,9221736001.931145,21,18,7,0,8.785812982560428,3026963666.9761457,38.17256611069653,19.35581107719975,8.785812982560426,3026963666.9761457,21,19,17,14,20.62550716611942,22524689468.98268,39.43999752517242,17.443342122218798,20.62550716611942,22524689468.98268,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
32,100,100,96,99,1,0,96,100.0,1.0,100.0,97.0,1.0,2.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gemma,startup,0.0,98,0.97659445,1.4122667,0.0,100,0.0011960474075749,global,"{""attn.o_proj.max_weight"": 1.3226487694360323, ""attn.o_proj.max_weight_position"": 45.917182160245495, ""attn.o_proj.min_weight"": 0.9242628826344974, ""attn.o_proj.min_weight_distance"": 12.302249497785255, ""direction_index"": 32.170342623064876, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.1845694654086356, ""mlp.down_proj.max_weight_position"": 37.52305131397136, ""mlp.down_proj.min_weight"": 0.13274378159987776, ""mlp.down_proj.min_weight_distance"": 7.629444801626338}",0.0031330042984336,14,14,14,14,17.880552584083155,20407734857.02012,40.59677697773526,13.991799986628868,9.805841145785354,4932440122.23658,16,14,10,6,10.335339544427068,4514226735.264772,37.5192205553572,13.027706275933651,6.928404002255615,1759768600.8628297,18,17,15,14,28.215892128510227,39739496331.86656,39.46948352029147,14.91917715246589,16.73424514804097,11585827687.438543,0.6321053313126503,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
33,100,100,95,99,1,0,95,100.0,1.0,100.0,95.0,3.0,2.0,0.0,0.0,0.0,95.0,100.0,True,95.0,False,gemma,startup,0.0,95,0.97659445,2.1823866,0.0,100,0.0015782749978825,per layer,"{""attn.o_proj.max_weight"": 1.3419170450155935, ""attn.o_proj.max_weight_position"": 45.83435158370315, ""attn.o_proj.min_weight"": 0.3460871558694677, ""attn.o_proj.min_weight_distance"": 8.643169640079961, ""direction_index"": 19.69205981300913, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": -0.21511041227033506, ""mlp.down_proj.max_weight_position"": 44.97622696266346, ""mlp.down_proj.min_weight"": 0.012479316662447282, ""mlp.down_proj.min_weight_distance"": 25.723908048530696}",0.001059329486452,10,10,10,7,9.763654374682456,12811339027.697678,43.23671185894155,9.352464233544923,9.763654374682451,12811339027.697678,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,10,10,10,7,9.763654374682456,12811339027.697678,43.23671185894155,9.352464233544923,9.763654374682451,12811339027.697678,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
34,100,100,97,99,1,0,97,100.0,1.0,100.0,97.0,1.0,2.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gemma,startup,0.0,95,0.97659445,2.19827,0.0,100,0.0008611937519162,global,"{""attn.o_proj.max_weight"": 1.2068047908482846, ""attn.o_proj.max_weight_position"": 38.9877846162864, ""attn.o_proj.min_weight"": 0.1868274362903105, ""attn.o_proj.min_weight_distance"": 4.454890468639801, ""direction_index"": 33.008329845916094, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": -0.058858661218297775, ""mlp.down_proj.max_weight_position"": 33.131881972437114, ""mlp.down_proj.min_weight"": 0.6163035772874993, ""mlp.down_proj.min_weight_distance"": 1.6639960337874107}",0.0006099306046962,9,9,7,5,6.4528747182337,3493848088.419887,38.99165998967767,7.741306403771095,4.187030203223898,1381853515.242334,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,9,9,7,5,6.4528747182337,3493848088.419887,38.99165998967767,7.741306403771095,4.187030203223898,1381853515.242334,0.652461776019328,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
35,100,88,71,67,21,0,71,100.0,1.0,100.0,71.0,18.0,11.0,0.0,0.0,0.0,71.0,100.0,True,71.0,False,gemma,startup,3.1718183,58,4.6008587,4.7183657,0.0,91,0.0084215234965085,per layer,"{""attn.o_proj.max_weight"": 1.457141455353892, ""attn.o_proj.max_weight_position"": 32.50819544471224, ""attn.o_proj.min_weight"": 0.034197903779960015, ""attn.o_proj.min_weight_distance"": 23.82266282462345, ""direction_index"": 37.712910759954994, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.14951531086397102, ""mlp.down_proj.max_weight_position"": 31.84905989809772, ""mlp.down_proj.min_weight"": 0.3636019500909804, ""mlp.down_proj.min_weight_distance"": 1.8299550871517556}",0.0107767740264534,38,35,31,24,33.16484952244789,12454043844.685753,30.99773217201218,32.49334613024131,33.16484952244789,12454043844.685753,2,0,0,0,0.3367045843092291,8885981.409404509,31.95338135111921,2.8911650535706688,0.3367045843092291,8885981.409404509,38,35,31,24,33.50155410675712,12680876836.203651,31.007336844636363,32.21618879397227,33.50155410675712,12680876836.203651,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
36,100,100,94,98,2,0,94,100.0,1.0,100.0,94.0,4.0,2.0,0.0,0.0,0.0,94.0,100.0,True,94.0,False,gemma,startup,0.0,87,1.369517,3.2645624,0.0,100,0.0090381233021616,global,"{""attn.o_proj.max_weight"": 0.8805866320659838, ""attn.o_proj.max_weight_position"": 42.76856180894208, ""attn.o_proj.min_weight"": 0.9779337072418082, ""attn.o_proj.min_weight_distance"": 14.288024182734462, ""direction_index"": 40.92608766475045, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.2052854364245358, ""mlp.down_proj.max_weight_position"": 34.86792532843242, ""mlp.down_proj.min_weight"": 0.7589161983100051, ""mlp.down_proj.min_weight_distance"": 26.632785863219492}",0.0096138082444667,19,19,19,19,16.577582214652086,10146031729.866076,38.03230599088448,18.99919591083028,11.6521793567842,6313884009.882252,39,39,39,39,42.34429606647195,17572495521.747246,28.64501456151108,38.78926850580821,17.76498072299725,10484815694.619335,39,39,39,39,58.92187828112403,53826850815.129486,31.28611494702255,35.159301849352765,29.417160079781453,33028314570.69389,0.401226130364007,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
37,100,100,97,99,1,0,97,100.0,1.0,100.0,98.0,0.0,2.0,0.0,0.0,0.0,98.0,100.0,True,98.0,False,gemma,startup,0.0,97,0.973032,1.7169571,0.0,100,0.0036275687161833,global,"{""attn.o_proj.max_weight"": 0.8634650166196551, ""attn.o_proj.max_weight_position"": 35.00604838143942, ""attn.o_proj.min_weight"": 0.8145166082909967, ""attn.o_proj.min_weight_distance"": 1.9935889089158465, ""direction_index"": 25.62812741013691, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": 1.3248362709407664, ""mlp.down_proj.max_weight_position"": 37.16360888284453, ""mlp.down_proj.min_weight"": 0.16095080919104532, ""mlp.down_proj.min_weight_distance"": 15.065154838734076}",0.0054247421212494,3,3,3,3,2.429235676636725,664328810.1425984,35.00040004945548,2.993530340492542,0.8930727925334356,89353855.35745849,25,25,22,15,21.254730119523494,11789870005.632383,36.16136897535715,22.41645524552593,8.631488178284261,1087690296.6444738,25,25,22,15,23.68396579616022,14371914393.529013,36.0422897992369,20.18771859126104,9.524560970817696,1434037536.715388,0.4568844568173304,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
38,100,100,97,100,0,0,97,100.0,1.0,100.0,97.0,1.0,2.0,0.0,0.0,0.0,97.0,100.0,True,97.0,False,gemma,startup,0.0,96,0.0,1.9749482,0.0,100,0.0011987603502348,global,"{""attn.o_proj.max_weight"": 1.1245198985960119, ""attn.o_proj.max_weight_position"": 40.54072679299568, ""attn.o_proj.min_weight"": 0.13525010165780937, ""attn.o_proj.min_weight_distance"": 11.300147867429402, ""direction_index"": 28.726301985396887, ""direction_scope"": ""global"", ""mlp.down_proj.max_weight"": -0.21954369142123015, ""mlp.down_proj.max_weight_position"": 45.36964388891234, ""mlp.down_proj.min_weight"": 0.3711928459617799, ""mlp.down_proj.min_weight_distance"": 6.249751959549539}",0.0006252665771171,18,17,14,8,12.912707583356562,8943776091.706402,39.580526885064224,15.9980279348159,5.451748062343548,1170058502.743595,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,18,17,14,8,12.912707583356562,8943776091.706402,39.580526885064224,15.9980279348159,5.451748062343548,1170058502.743595,0.4680634795113969,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
39,100,98,87,95,3,0,87,100.0,1.0,100.0,87.0,9.0,4.0,0.0,0.0,0.0,87.0,100.0,True,87.0,False,gemma,startup,1.4023519,83,2.2286685,3.6714535,0.0,98,0.0016559404321014,per layer,"{""attn.o_proj.max_weight"": 0.821136473740773, ""attn.o_proj.max_weight_position"": 32.894097945113245, ""attn.o_proj.min_weight"": 0.6017175868107278, ""attn.o_proj.min_weight_distance"": 11.045423350330022, ""direction_index"": 27.972161766147913, ""direction_scope"": ""per layer"", ""mlp.down_proj.max_weight"": 0.2456345928381416, ""mlp.down_proj.max_weight_position"": 42.87884706793598, ""mlp.down_proj.min_weight"": 0.98480204415062, ""mlp.down_proj.min_weight_distance"": 5.610813857207085}",0.0027865970041602,22,22,21,5,14.482310395065532,3285142465.938282,32.59749353020265,21.557104146492733,14.48231039506553,3285142465.938282,10,0,0,0,2.4397122287433533,641061501.1228025,42.50258293919363,9.999840580245335,2.4397122287433533,641061501.1228025,26,22,21,11,16.922022623808886,5345290900.188774,34.02554786478977,23.72644396485913,16.922022623808886,5345290900.188773,1.0,art_0XmNBGkzsJc_ replay,True,False,False,False,False,
